TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC	L3_PRIM	L3_SEC
kgone	0	0	1	0	0	1
go	0	0	0	0	0	0
ntšhafatsa	0	0	0	0	1	0
dintlha	0	0	0	0	0	1
fa	0	0	0	0	0	0
di	1	0	0	0	0	0
fetogile.	0	0	0	0	0	0

Maitlhomo	0	0	0	0	0	0
a	0	0	0	0	0	0
mananeo	1	0	0	0	0	1
ke	0	0	0	1	0	0
go	0	0	0	1	0	0
fa	0	0	1	0	0	0
morutabana	0	0	0	0	0	0
tlhopho	0	0	0	0	0	1
e	0	0	0	1	0	0
e	0	0	0	1	0	0
anameng	0	0	0	0	0	1
ya	0	0	0	0	0	0
ditlhangwa.	0	0	0	0	1	0

Tse	0	0	0	1	0	1
di	0	0	0	0	0	0
ka	0	0	0	0	0	0
kgonang	0	0	1	0	0	1
go	0	0	0	0	0	0
dirisiwa	0	0	0	0	0	0
le	0	0	0	0	0	0
go	1	0	0	0	0	0
tlhagisiwa.	0	0	0	0	1	0

Ke	0	0	0	1	0	0
motho	0	0	0	1	0	0
yo	0	0	0	0	0	0
o	0	0	0	0	0	0
ikemetseng	0	0	1	0	0	0
yo	1	0	0	0	0	1
wena	0	0	0	0	0	0
jaaka	0	0	0	0	1	0
leloko	0	0	0	0	0	0
o	0	0	0	1	0	0
ka	0	0	0	1	0	0
ikgolaganyang	0	0	0	0	0	1
le	0	0	0	0	0	0
ena.	0	0	0	0	0	1

Fa	0	0	0	1	0	0
o	0	0	0	1	0	0
sa	0	0	1	0	0	1
itumelele	0	0	0	0	0	0
karabo	0	0	0	0	0	0
ya	0	0	0	0	0	0
setlamo	0	0	0	0	1	0
sa	1	0	0	0	0	0
inšorense.	0	0	0	0	0	0

Phetolelo	0	0	0	0	0	1
ya	0	0	0	0	0	0
tsa	0	0	0	0	0	0
metlhodi	0	0	0	0	1	0
ya	0	0	0	0	0	0
dikgang	0	0	0	0	0	1
e	0	0	0	1	0	0
akaretsa	0	0	1	0	0	0
go	0	0	0	0	0	0
dira	0	0	0	0	0	0
dikhopi	0	0	0	0	0	1
tsa	1	0	0	0	0	0
direkoto.	0	0	0	0	0	0

Go	0	0	0	0	0	0
nna	0	0	0	0	0	1
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
ka	0	0	0	0	0	0
kgonang	0	0	1	0	0	0
go	1	0	0	0	0	0
bolokega	0	0	0	0	0	0
sebaka.	0	0	0	0	1	0

Bolelela	0	0	0	1	0	1
moagisani	0	0	0	0	0	0
wa	0	0	0	0	1	0
gago	0	0	0	0	0	0
ka	0	0	0	0	0	0
se	0	0	0	0	0	0
se	1	0	1	0	0	0
diragalang.	0	0	0	0	0	0

Gore	0	0	0	1	1	0
o	0	0	0	1	0	0
nne	0	0	0	1	0	0
le	0	0	0	0	0	0
lefelo	0	0	0	0	0	0
le	0	0	0	1	0	0
le	1	0	1	0	0	0
babalesegileng	0	0	0	0	0	0
go	0	0	0	0	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
lona	0	0	0	0	0	1
fa	0	0	0	0	0	0
se	0	0	0	0	0	1
se	0	0	0	0	0	0
diragala.	0	0	0	0	0	0

Go	0	0	0	0	0	0
tsibosa	0	0	0	0	0	0
badirisi	0	0	0	0	0	0
ba	0	0	0	0	0	0
tsela	0	0	0	0	0	0
ka	0	0	0	0	0	0
segoro	0	0	0	0	1	0
se	0	0	0	1	0	0
se	0	0	1	0	0	0
bobebe	0	0	0	0	0	0
mo	0	0	0	0	0	0
tseleng	0	0	0	0	0	0
e	0	0	0	1	0	0
e	1	0	0	0	0	0
kwa	0	0	0	0	0	1
pele.	0	0	0	0	0	0

Le	0	0	0	0	0	0
go	0	0	0	0	0	0
atlenegisa	0	0	0	0	1	0
lebelo	0	0	0	0	0	1
le	0	0	0	1	0	0
le	1	0	1	0	0	0
babalesegileng.	0	0	0	0	0	0

Letswai	0	0	0	0	1	0
la	0	0	0	0	0	0
ayodine	0	0	0	0	0	0
gape	0	0	0	0	0	1
ga	0	0	1	0	0	0
le	0	0	0	1	0	0
kotsi	0	0	0	1	0	1
mo	0	0	0	0	0	0
bathong	0	0	0	0	0	0
ba	0	0	0	0	0	0
ba	0	0	0	0	0	0
setseng	0	0	0	0	0	0
ba	0	0	0	0	0	0
bona	0	0	0	0	0	0
ayodine.	1	0	0	0	0	0

E	0	0	0	1	0	0
e	0	0	1	0	0	0
lekaneng	0	0	0	0	0	0
go	1	0	0	0	0	0
tswa	0	0	0	0	1	0
mo	0	0	0	0	0	0
dijong	0	0	0	0	0	0
tsa	0	0	0	0	0	0
tlholego.	0	0	0	0	0	0

Buka	0	0	0	0	0	0
e	0	0	0	1	0	1
e	0	0	0	1	0	0
tla	0	0	0	0	1	0
go	0	0	0	0	0	0
naya	0	0	0	0	0	1
tshedimosetso	0	0	0	0	0	0
e	0	0	0	0	0	0
e	1	0	1	0	0	0
mosola.	0	0	0	0	0	0

Go	0	0	0	1	0	0
go	0	0	0	1	0	0
thusa	0	0	1	0	1	0
mo	0	0	0	0	0	0
maitekong	0	0	0	0	0	0
a	0	0	0	0	0	0
gago	0	0	0	0	0	1
a	0	0	0	0	0	0
go	1	0	0	0	0	0
tlhoma	0	0	0	0	0	1
kgwebo	0	0	0	0	0	0
e	0	0	0	1	0	0
e	0	0	0	1	0	0
amanang	0	0	0	0	0	0
le	0	0	0	0	0	0
bojanala.	0	0	0	0	0	0

o	0	0	0	1	0	0
ne	0	0	0	1	0	0
a	0	0	0	0	0	0
tswelela	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhalosa	0	0	0	0	0	1
jaaka	0	0	0	0	0	1
bathapi	0	0	0	0	0	0
ba	0	0	0	0	0	0
gagwe	0	0	0	0	0	1
ba	0	0	0	1	0	0
ne	0	0	0	1	0	0
ba	1	0	0	1	0	0
setse	0	0	1	0	0	0
ba	0	0	0	0	0	0
mo	0	0	0	0	0	0
tsere	0	0	0	0	0	0
jaaka	0	0	0	0	1	0
ngwana	0	0	0	0	0	0
wa	0	0	0	0	0	0
bone.	0	0	0	0	0	1

Ka	0	0	0	0	0	0
ba	1	0	0	0	0	0
ne	0	0	0	0	0	1
ba	0	0	0	0	0	0
ba	0	0	0	0	0	0
tlhoka.	0	0	1	0	1	0

Go	0	0	0	1	0	0
na	0	0	0	1	0	0
le	0	0	0	1	0	0
tiragalo	0	0	0	0	0	0
ya	0	0	0	0	0	0
tshoganyetso	0	0	0	0	1	0
mme	0	0	0	0	0	0
tsela	0	0	0	0	0	0
eo	1	0	0	0	0	1
e	0	0	0	1	0	0
khutshwane.	0	0	1	0	0	0

Gongwe	0	0	1	0	0	0
ke	0	0	0	0	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
bonolo	0	0	0	0	0	0
go	0	0	0	0	0	0
gaisa	0	0	0	0	0	1
go	0	0	0	0	0	0
ya	0	0	0	0	0	0
kwa	0	0	0	1	1	0
lefelong	0	0	0	0	0	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
šwang.	0	0	0	0	0	0

Motlhankedi	0	0	0	0	0	1
wa	0	0	0	0	0	0
boitekanelo	0	0	0	0	0	0
a	0	0	0	0	0	0
ka	0	0	1	0	0	0
patiwa	0	0	0	0	0	0
ke	0	0	0	0	0	0
moranoledi	0	0	0	0	0	0
le	0	0	0	1	0	0
motho	0	0	0	0	1	0
mongwe	0	0	0	0	0	0
fela	1	0	0	0	0	1
yo	0	0	0	0	0	0
o	0	0	0	0	0	0
tlhokegang.	0	0	0	0	0	0

Go	0	0	0	0	0	0
mo	0	0	0	0	0	0
thusa	0	0	1	0	1	0
go	1	0	0	0	0	0
dira	0	0	0	0	0	0
tlhatlhobo.	0	0	0	0	0	1

Fa	0	0	0	0	0	0
sebaka	0	0	0	0	0	1
se	0	0	0	1	0	0
se	1	0	1	0	0	0
tlametsweng	0	0	0	0	1	0
se	0	0	0	1	0	0
sa	0	0	0	1	0	1
lekana.	0	0	0	0	0	0

o	0	0	0	0	0	0
kopiwa	0	0	0	0	0	0
tsweetswee	0	0	1	0	0	1
go	0	0	0	0	0	0
tswelela	0	0	0	0	0	0
mo	0	0	0	0	0	0
tsebeng	0	0	0	0	0	0
e	0	0	0	0	0	0
nngwe	0	0	0	0	0	0
mme	0	0	0	0	0	1
o	0	0	0	0	0	0
e	0	0	0	0	0	0
kopanye	0	0	0	0	1	0
le	1	0	0	0	0	0
foromo	0	0	0	0	0	0
eno.	0	0	0	0	0	1

Dikabelo	0	0	0	0	0	0
tsa	0	0	0	0	0	0
metsi	0	0	0	0	0	0
a	0	0	0	0	0	0
pula	0	0	0	0	0	1
a	0	0	0	0	0	0
ditanka	0	0	1	0	1	0
tsa	1	0	0	1	0	0
kotulo.	0	0	0	0	0	0

Go	0	0	0	0	0	0
tlhagisa	0	0	0	0	0	1
dijo	0	0	0	0	0	0
tsa	0	0	0	0	0	0
lelapa	0	0	0	0	0	1
le	0	0	0	1	0	0
ditiriso	0	0	0	1	0	0
tse	0	0	0	0	0	0
dingwe	0	0	1	0	0	0
tsa	0	0	0	0	0	0
tlhagiso	0	0	0	0	1	0
tsa	1	0	0	0	0	0
lelapa.	0	0	0	0	0	1

Motho	0	0	0	1	0	1
mongwe	0	0	1	0	0	0
le	0	0	0	0	0	0
mongwe	0	0	0	0	0	0
kgotsa	0	0	0	0	0	0
setheo	0	0	0	0	1	0
sengwe	0	0	0	0	0	0
le	0	0	0	0	0	0
sengwe.	1	0	0	0	0	0

Se	0	0	0	1	0	0
ka	0	0	0	1	0	0
dira	0	0	1	0	0	0
kopo	0	0	0	1	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
fiwa	0	0	0	0	0	0
tetla	0	0	0	0	1	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
reka	0	0	0	0	0	1
dijalo	0	0	0	0	0	0
tsa	1	0	0	0	0	0
methalethale.	0	0	0	0	0	1

Le	0	0	0	1	0	0
kaya	0	0	1	0	0	0
gore	0	0	0	0	0	1
tsela	0	0	0	0	0	0
ya	0	0	0	0	0	0
botlhe	0	0	0	1	0	0
gongwe	0	0	0	0	0	0
karolo	0	0	0	0	0	0
ya	0	0	0	0	0	0
tsela	0	0	0	0	1	0
ya	1	0	0	0	0	0
botlhe.	0	0	0	0	0	0

e	0	0	0	0	0	0
beetswe	0	0	1	0	0	1
thoko	0	0	0	0	0	0
go	0	0	0	0	0	0
dirisiwa	0	0	0	1	0	0
ke	0	0	0	1	0	0
bapalami	0	0	0	1	1	0
ba	1	0	0	0	0	0
dibaesekele	0	0	0	0	0	0
fela.	0	0	0	0	0	1

Gape	0	0	0	0	0	0
e	0	0	0	0	0	0
tlile	0	0	0	0	0	0
go	0	0	0	0	0	0
nna	0	0	0	0	0	0
le	0	0	0	0	0	0
seabe	0	0	0	0	0	0
se	0	0	0	1	0	0
se	1	0	1	0	0	0
botlhokwa	0	0	0	0	1	0
mo	0	0	0	0	0	0
thotloetsong.	0	0	0	0	0	1

Le	0	0	0	1	0	0
tiriso	0	0	1	0	0	1
ya	0	0	0	0	0	0
dipuo	0	0	0	0	0	0
tsa	0	0	0	0	0	0
semmuso	0	0	0	0	0	0
tsa	0	0	0	1	0	0
tlholego	0	0	0	1	1	0
le	0	0	0	0	0	0
puo	0	0	0	0	0	0
ya	1	0	0	0	0	0
diatla.	0	0	0	0	0	1

Go	0	0	0	1	0	0
bebofatsa	0	0	1	0	0	0
tshwaragano	0	0	0	0	0	1
ya	0	0	0	0	0	0
ditirelo	0	0	0	0	0	0
tsa	0	0	0	0	1	0
loago	0	0	0	0	0	0
le	0	0	0	0	0	0
thuso	0	0	0	0	0	1
ya	1	0	0	0	0	0
loago.	0	0	0	0	0	0

Go	0	0	0	1	0	0
netefatsa	0	0	1	0	0	0
gore	0	0	0	0	0	0
batho	0	0	0	0	1	0
ba	0	0	0	1	0	0
bona	0	0	0	1	0	0
ditirelo	0	0	0	0	0	0
tse	1	0	0	0	0	0
di	0	0	0	0	0	0
lolameng.	0	0	0	0	0	0

Go	0	0	0	1	0	0
thusa	0	0	1	0	0	0
bangwe	0	0	0	0	1	0
ba	0	0	0	0	0	0
bothati	0	0	0	0	0	1
jwa	1	0	0	0	0	0
puso.	0	0	0	0	0	0

Go	0	0	0	1	0	0
bona	0	0	0	1	0	0
lefatshe	0	0	0	0	0	0
le	0	0	0	0	0	0
le	0	0	0	0	0	0
siameng	0	0	0	0	0	1
le	0	0	0	0	0	0
lengwe	0	0	0	0	0	0
la	0	0	0	0	0	0
baipei	0	0	0	0	1	0
ba	0	0	0	0	0	0
ba	1	0	1	0	0	0
tlhokang	0	0	0	0	0	1
dintlo	0	0	0	0	0	0
tsa	0	0	0	0	0	0
bonno	0	0	0	0	0	0
le.	0	0	0	1	0	1

Bontsi	0	0	1	0	1	0
jwa	0	0	0	0	0	0
badiri	0	0	0	0	0	0
ba	0	0	0	0	0	0
dipolase	0	0	0	0	0	0
ba	1	0	0	1	0	0
nna	0	0	0	1	0	0
mo	0	0	0	0	0	1
dipolaseng	0	0	0	0	0	0
tsa	0	0	0	0	0	0
bogwebi.	0	0	0	0	0	0

Mme	0	0	1	0	0	1
bana	0	0	0	0	0	0
ba	0	0	0	0	0	0
bona	0	0	0	0	0	1
ba	1	0	0	0	0	0
amogela	0	0	0	0	0	0
thuto	0	0	0	0	1	0
mo	0	0	0	1	0	0
dikolong	0	0	0	1	0	0
tsa	0	0	0	0	0	0
dipolase.	0	0	0	0	0	0

Diphanele	0	0	0	1	1	0
tsa	0	0	0	0	0	0
go	0	0	0	0	0	0
gakolola	0	0	0	0	0	0
di	1	0	0	1	0	0
beilwe	0	0	1	0	0	0
go	0	0	0	0	0	0
sekaseka	0	0	0	0	0	0
ditlhokego	0	0	0	0	0	1
tsa	0	0	0	0	0	0
ditheo.	0	0	0	0	0	1

Ka	0	0	0	1	0	0
nosi	0	0	0	1	0	1
le	0	0	0	0	0	0
go	0	0	0	0	0	0
aba	0	0	0	0	0	1
matlotlo	0	0	0	0	0	0
go	0	0	0	0	0	0
ya	0	0	1	0	0	0
ka	1	0	0	0	0	0
dikaedi	0	0	0	0	0	0
tsa.	0	0	0	0	1	0

Batho	0	0	0	0	1	0
ba	0	0	0	1	0	0
ba	1	0	1	0	0	0
nang	0	0	0	0	0	1
le	0	0	0	0	0	0
bolwetse	0	0	0	0	0	0
jwa	0	0	0	0	0	1
tlhaloganyo.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
dinako	0	0	0	1	0	0
dingwe	0	0	0	0	0	0
ga	0	0	0	0	0	0
ba	0	0	0	0	0	0
tshepe	0	0	0	0	1	0
sepe	0	0	1	0	0	1
e	0	0	0	0	0	1
bile	0	0	0	1	0	1
ba	0	0	0	0	0	0
go	0	0	0	0	0	0
pateletsa	0	0	0	1	0	0
gore	0	0	0	0	0	0
ga	1	0	0	0	0	0
o	0	0	0	0	0	0
ikanyege.	0	0	0	0	0	1

Tirego	0	0	0	0	0	0
e,	0	0	0	0	0	1
e	1	0	0	1	0	0
tla	0	0	1	0	1	0
tswelela	0	0	0	1	0	0
e	0	0	0	0	0	0
kopane	0	0	0	0	0	0
le	0	0	0	0	0	0
pholisi.	0	0	0	0	0	0

Le	0	0	0	1	0	0
thadiso	0	0	1	0	1	0
ya	0	0	0	0	0	0
semolao	0	0	0	0	0	0
ya	0	0	0	0	0	0
tsamaiso	0	0	0	0	0	0
ya	0	0	0	0	0	0
naga	0	0	0	0	0	1
ya	1	0	0	0	0	0
malwetse	0	0	0	0	0	0
a	0	0	0	1	0	0
dijalo	0	0	0	1	0	0
le	0	0	0	0	0	0
diphologolo.	0	0	0	1	0	0

Le	0	0	0	0	0	0
kaela	0	0	0	0	0	1
modirisi	0	0	0	1	0	0
wa	0	0	0	0	0	0
tsela	0	0	0	0	0	0
lefelo	0	0	0	0	0	0
le	1	0	0	1	0	0
a	0	0	1	0	0	0
tshwanetseng	0	0	0	0	0	1
go	0	0	0	0	0	0
bontsha	0	0	0	0	1	0
boineelo.	0	0	0	0	0	1

Le	0	0	0	0	0	0
go	0	0	0	0	0	0
naya	0	0	0	0	0	1
pharakano	0	0	0	0	0	0
e	0	0	0	1	0	0
nngwe	0	0	1	0	0	0
tshwanelo	0	0	0	0	1	0
ya	0	0	0	0	0	0
go	1	0	0	0	0	0
feta.	0	0	0	0	0	0

Lekwalo	0	0	0	1	0	0
le	0	0	0	1	0	0
le	1	0	1	0	0	0
tswang	0	0	0	0	1	0
kwa	0	0	0	0	0	1
setlamong.	0	0	0	0	0	0

Se	0	0	0	0	0	1
se	0	0	0	0	0	0
maleba	0	0	0	0	0	0
sa	0	0	0	0	0	0
puso	0	0	0	0	0	1
se	0	0	0	1	0	0
se	1	0	0	1	0	0
amegang	0	0	0	0	0	0
mo	0	0	0	0	0	0
tumalanong	0	0	0	0	0	1
le	0	0	0	0	0	0
le	0	0	1	0	0	0
tlhomamisang	0	0	0	0	1	0
mofuta	0	0	0	0	0	0
wa	0	0	0	0	0	0
tumalano.	0	0	0	0	0	0

Bonolo	0	0	0	1	0	0
ene	0	0	0	1	0	1
o	0	0	0	0	0	0
ne	0	0	0	0	0	0
a	0	0	0	0	0	0
itumela	0	0	0	0	1	0
fela	0	0	1	0	0	1
ka	0	0	0	0	0	0
gonne	0	0	0	0	0	1
e	0	0	0	0	0	0
le	0	0	0	0	0	0
selo	0	0	0	0	0	0
se	0	0	0	0	0	0
se	1	0	0	0	0	0
itumedisang.	0	0	0	0	0	0

Mme	0	0	0	0	0	1
a	0	0	0	0	0	0
sa	0	0	0	0	0	0
itse	0	0	0	0	0	0
gore	0	0	0	0	0	1
o	0	0	0	1	0	0
tla	0	0	0	1	0	0
tsenya	0	0	0	0	1	0
seatla	0	0	0	0	0	1
ka	1	0	0	1	0	0
go	0	0	0	1	0	0
dira	0	0	0	1	0	0
eng.	0	0	1	0	0	1

e	0	0	0	1	0	0
mametlelela	0	0	0	1	0	0
pego	0	0	0	0	0	0
e	0	0	0	0	0	0
e	1	0	1	0	0	0
ikanetsweng	0	0	0	0	0	1
e	0	0	0	0	0	0
tshegediwa	0	0	0	0	0	0
ke	0	0	0	0	0	0
thadiso	0	0	0	0	1	0
ya	0	0	0	0	0	0
lefelo	0	0	0	0	0	0
la	0	0	0	0	0	0
kotsi.	0	0	0	0	0	0

E	0	0	0	0	0	0
e	0	0	0	0	0	0
tlhagisang	0	0	0	0	0	0
dintlha	0	0	1	0	1	0
tsa	0	0	0	0	0	0
kotsi	0	0	0	1	0	1
ka	1	0	0	1	0	0
botlalo.	0	0	0	1	0	0

Tumelelo	0	0	0	0	0	0
e	0	0	0	0	0	0
e	1	0	0	0	0	0
kwadilweng	0	0	0	0	0	0
ya	0	0	0	0	0	0
beng	0	0	0	0	1	0
ditshwanelo	0	0	0	0	0	1
e	0	0	0	1	0	0
a	0	0	1	0	0	0
tlhokega.	0	0	0	1	0	0

Pele	0	0	1	0	0	0
matheriale	0	0	0	1	1	0
ofe	0	0	0	1	0	0
kana	0	0	0	0	0	0
ofe	1	0	0	0	0	0
o	0	0	0	0	0	0
ka	0	0	0	0	0	0
nna	0	0	0	0	0	1
teng	0	0	0	0	0	1
go	0	0	0	0	0	0
gatisiwa	0	0	0	0	0	0
ka	0	0	0	0	0	0
sebedi.	0	0	0	0	0	0

Maikaelelo	0	0	0	1	1	0
a	0	0	0	0	0	0
tiragatso	0	0	0	0	0	0
ke	0	0	0	1	0	0
go	0	0	1	0	0	0
buisana	0	0	0	1	0	0
ka	0	0	0	0	0	0
maikaelelo	0	0	0	0	0	0
a	1	0	0	0	0	0
tshwaro.	0	0	0	0	0	1

Le	0	0	0	0	0	0
mekgwa	0	0	0	0	0	0
e	0	0	0	0	0	0
mengwe	0	0	1	0	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
bona	0	0	0	0	0	0
go	0	0	0	0	0	0
nna	0	0	0	0	0	1
teng	0	0	0	0	1	0
kwa	1	0	0	1	0	0
kgotlatshekelo.	0	0	0	0	0	0

Kgomarela	0	0	0	1	0	0
paka	0	0	0	0	1	0
e	0	0	0	0	0	0
e	1	0	0	0	0	0
tlwaelegileng	0	0	0	0	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
jala	0	0	0	0	0	1
fa	0	0	0	0	0	0
go	0	0	0	0	0	0
le	0	0	1	0	0	0
maleba.	0	0	0	0	0	1

o	0	0	0	1	0	0
be	0	0	0	1	0	0
o	0	0	0	1	0	0
latele	0	0	1	0	0	0
ponelopele	0	0	0	1	0	0
ya	0	0	0	0	0	0
bosa	0	0	0	1	0	1
le	0	0	0	0	0	0
ya	1	0	0	0	0	0
tlelaemete	0	0	0	0	1	0
ka	0	0	0	0	0	0
tlhomamo.	0	0	0	0	0	1

Rotlhe	0	0	1	0	0	1
re	0	0	0	1	0	0
batla	0	0	0	0	0	0
gore	0	0	0	0	0	0
bana	0	0	0	0	0	0
ba	0	0	0	0	0	0
rona	0	0	0	0	0	1
ba	0	0	0	0	0	0
nne	0	0	0	0	0	0
le	0	0	0	0	0	0
ditšhono	0	0	0	1	1	0
tse	1	0	0	1	0	0
di	0	0	0	1	0	0
botoka.	0	0	0	0	0	0

Go	0	0	0	0	0	0
tshela	0	0	0	0	1	0
matshelo	0	0	0	0	0	1
a	0	0	0	1	0	0
a	0	0	1	0	0	0
itumedisang	0	0	0	0	0	0
e	0	0	0	1	0	1
bile	0	0	0	1	0	1
a	1	0	0	0	0	0
itekanetse.	0	0	0	0	0	0

Puo	0	0	0	0	0	1
ya	0	0	0	0	0	0
letlhoo	0	0	0	0	1	0
ke	0	0	0	1	0	0
go	0	0	1	0	0	0
phasalatsa	0	0	0	1	0	0
le	0	0	0	0	0	0
go	1	0	0	0	0	0
gasanya.	0	0	0	0	0	0

Kgotsa	0	0	0	0	0	0
bua	0	0	0	1	0	0
mafoko	0	0	0	1	0	0
a	0	0	0	0	0	0
a	0	0	0	0	0	0
ikaegileng	0	0	0	1	0	1
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
lengwe	0	0	1	0	1	0
la	0	0	0	0	0	0
mabaka	0	0	0	0	0	0
a	0	0	0	1	0	0
a	1	0	0	1	0	0
sa	0	0	0	1	0	0
dumelesegeng.	0	0	0	0	0	0

Tsamaiso	0	0	0	1	0	0
eno	0	0	1	0	0	1
e	0	0	0	0	0	0
diragadiwa	0	0	0	0	1	0
ka	0	0	0	0	0	0
tsela	0	0	0	0	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
seriti	0	0	0	0	0	0
le	0	0	0	0	0	0
e	0	0	0	0	0	0
e	1	0	0	0	0	0
rulaganeng.	0	0	0	0	0	0

Kwa	0	0	0	0	0	1
ntle	0	0	0	0	0	1
ga	0	0	0	0	0	0
tekanyetso	0	0	0	0	0	0
malebana	0	0	1	0	0	0
le	1	0	0	0	0	0
mokgwa	0	0	0	1	1	0
wa	0	0	0	0	0	0
go	0	0	0	0	0	0
itlhalosa.	0	0	0	0	0	0

Mongwe	0	0	1	0	0	0
le	0	0	0	0	0	0
mongwe	1	0	0	0	0	0
o	0	0	0	0	0	0
a	0	0	0	0	0	0
lekana	0	0	0	1	1	0
fa	0	0	0	0	0	0
pele	0	0	0	0	0	1
ga	0	0	0	0	0	0
molao.	0	0	0	0	0	0

Mme	0	0	0	0	0	1
o	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
tshwanelo	0	0	0	0	0	1
kwa	0	0	0	1	0	0
tshireletsong	0	0	0	1	0	1
e	0	0	0	1	0	0
e	1	0	1	0	0	0
lekanang	0	0	0	0	1	0
le	0	0	0	1	0	0
tshiamelo	0	0	0	1	0	1
mo	0	0	0	0	0	0
molaong.	0	0	0	0	0	0

Diteng	0	0	0	1	0	0
le	0	0	0	0	0	0
maemo	0	0	0	0	0	0
a	0	0	0	0	0	0
kereiti	0	0	0	1	0	0
nngwe	0	0	0	1	0	0
le	0	0	0	1	0	0
nngwe	1	0	0	1	0	0
di	0	0	0	0	0	0
tla	0	0	1	0	1	0
bontsha	0	0	0	0	0	0
tsweletso	0	0	0	0	0	1
e	0	0	0	1	0	0
e	0	0	0	1	0	0
simololang.	0	0	0	0	0	0

e	0	0	0	1	0	0
le	0	0	0	1	0	1
bonolo	0	0	0	0	0	0
mme	0	0	0	0	0	1
e	1	0	1	0	0	0
oketsege	0	0	0	0	1	0
go	0	0	0	0	0	0
nna	0	0	0	0	0	0
marara.	0	0	0	0	0	0

Mekgatlho	0	0	0	1	0	0
ya	0	0	0	1	0	0
taolo	0	0	1	0	1	0
ya	1	0	0	0	0	0
metsi	0	0	0	0	0	0
jwa	0	0	0	0	0	0
dinaga.	0	0	0	0	0	0

Eo	0	0	0	0	0	1
e	0	0	0	0	0	0
tlhometsweng	0	0	0	0	1	0
go	0	0	0	0	0	0
laolwa	0	0	0	0	0	1
ga	0	0	0	0	0	0
dinoka	0	0	0	0	0	0
tse	1	0	0	1	0	0
re	0	0	1	0	0	0
di	0	0	0	1	0	0
tlhakanetseng	0	0	0	1	0	1
le	0	0	0	0	0	0
dinaga	0	0	0	0	0	0
tse	0	0	0	0	0	0
dingwe.	0	0	0	0	0	0

Re	0	0	0	0	0	0
tshwere	0	0	0	0	0	0
phage	0	0	0	0	1	0
ka	0	0	0	0	0	0
mangana	0	0	0	0	0	1
re	1	0	0	1	0	0
dira	0	0	1	0	0	0
gore	0	0	0	1	0	0
mmuso	0	0	0	0	0	1
o	0	0	0	1	0	0
direle	0	0	0	1	0	0
batho	0	0	0	0	0	0
botoka.	0	0	0	0	0	0

Le	0	0	0	0	0	0
gore	0	0	0	0	0	0
re	0	0	0	0	0	0
bone	0	0	0	0	0	0
boleng	0	0	0	1	0	1
mo	0	0	0	0	0	0
mading	0	0	0	0	0	0
otlhe	1	0	0	0	1	0
a	0	0	0	1	0	0
a	0	0	1	0	0	0
dirisiwang.	0	0	0	0	0	0

Go	0	0	0	1	0	0
rulagantswe	0	0	0	1	0	0
ditiro	0	0	0	0	0	0
tse	0	0	0	0	0	0
di	1	0	0	0	0	0
nang	0	0	1	0	0	0
le	0	0	0	0	0	0
ponelopele	0	0	0	0	0	0
di	0	0	0	1	0	0
le	0	0	0	1	0	0
mmalwa.	0	0	0	0	1	0

Tse	0	0	0	1	0	0
di	0	0	0	1	0	0
tla	0	0	0	1	1	0
tlhokang	0	0	0	1	0	1
gore	0	0	0	0	0	0
baagi	0	0	0	0	0	0
ba	0	0	0	0	0	0
nne	0	0	0	0	0	0
le	0	0	0	0	0	0
seabe	0	0	0	0	0	0
se	1	0	0	1	0	1
segolo	0	0	1	0	0	0
tota.	0	0	0	0	0	1

Tshekatsheko	0	0	0	1	1	0
ya	0	0	0	0	0	0
ntlha	0	0	0	0	0	1
ya	1	0	0	1	0	0
nakwana	0	0	0	1	0	1
e	0	0	0	0	0	0
tshwanetse	0	0	1	0	0	0
go	0	0	0	0	0	0
emela	0	0	0	0	0	0
seripa	0	0	0	0	0	0
sa	0	0	0	0	0	0
sekoloto	0	0	0	0	0	0
sa	0	0	0	0	0	0
lekgetho.	0	0	0	0	0	1

mo	0	0	0	0	0	0
ngwageng	0	0	0	0	0	0
o	0	0	0	1	0	0
o	1	0	0	1	0	0
tletseng	0	0	1	0	0	1
wa	0	0	0	0	0	0
lekgetho.	0	0	0	0	1	0

o	0	0	0	1	0	0
ne	0	0	0	1	0	0
a	0	0	0	0	0	0
refosanya	0	0	0	1	0	1
madume	0	0	0	1	0	0
le	0	0	0	0	0	0
bagolo	0	0	0	0	0	1
pele	0	0	1	0	1	0
a	0	0	0	0	0	0
